FixationIndex	Timestamp	FixationDuration	MappedFixationPointX	MappedFixationPointY	StimuliName
55	16461	339	969	940	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
56	16800	179	1034	946	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
57	16979	299	932	941	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
58	17278	199	1031	941	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
59	17478	1117	748	913	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
60	18594	299	713	919	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
61	18893	159	409	904	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
62	19053	459	484	904	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
63	19511	199	819	602	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
64	19710	339	899	638	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
65	20049	259	766	480	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
66	20309	499	282	498	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
67	20807	299	415	418	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
68	21106	120	412	513	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
69	21226	159	277	475	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
70	21385	878	441	661	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
71	22263	279	399	642	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
72	22681	100	424	571	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
73	22781	299	737	451	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
74	23080	439	694	416	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
75	23518	239	836	412	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
76	23758	159	453	455	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
77	23917	459	443	402	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
78	24376	199	448	541	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
79	24575	299	847	697	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
80	24874	439	763	748	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
81	25313	359	935	689	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
82	25672	379	998	801	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
83	26050	160	976	892	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
84	26210	139	723	540	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
85	26489	199	791	475	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
86	26688	399	667	466	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
87	27087	199	681	398	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
88	27287	219	731	395	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
89	27506	279	826	395	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
90	27785	319	897	393	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
91	28104	638	698	414	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
92	28742	199	802	416	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
93	28941	159	861	424	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
94	29101	319	927	432	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
95	29420	1077	678	455	http://emine.ncc.metu.edu.tr/survey/web/pages/http/www.godaddy.com/
96	30497	239	328	783	ScreenRec
97	30736	259	716	783	ScreenRec
98	30995	279	798	747	ScreenRec
99	31274	219	727	319	ScreenRec
100	31613	140	658	288	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
101	31753	299	352	300	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
102	32052	359	711	304	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
103	32410	299	328	296	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
104	32709	239	586	487	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
105	32949	798	417	495	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
106	33747	678	671	507	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
107	34424	777	383	494	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
108	35202	419	374	300	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
109	35620	718	436	403	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
110	36338	279	644	354	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
111	36617	239	874	393	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
112	36856	359	357	433	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
113	37355	20	490	583	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
114	37514	159	477	468	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
115	37674	239	676	703	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
116	37913	379	741	418	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
117	38292	319	784	727	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
118	38611	458	557	732	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
119	39070	219	751	716	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
120	39289	359	459	400	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
121	39648	259	803	572	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
122	39907	459	962	801	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
123	40366	199	658	771	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
124	40565	239	736	527	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
125	40804	239	779	797	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
126	41043	359	839	931	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
127	41402	359	797	964	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
128	41761	359	665	307	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
129	42120	199	807	633	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
130	42319	339	951	902	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
131	42658	259	950	779	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
132	42917	379	974	954	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
133	43296	219	937	973	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
134	43515	219	838	754	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
135	43735	199	771	789	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
136	43934	598	714	740	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
137	44532	159	557	728	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
138	44692	179	518	727	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
139	44871	538	255	733	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
140	45409	160	365	427	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
141	45569	219	768	247	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
142	45788	219	840	35	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
143	46008	140	925	43	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
144	46147	459	505	38	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
145	46606	279	632	50	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
146	46885	219	725	44	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
147	47104	199	1022	69	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
148	47303	199	938	70	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
149	47503	339	962	1004	ScreenRec
150	47842	598	975	958	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
151	48440	1416	827	964	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
152	49855	399	761	963	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
153	50254	678	839	973	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
154	50932	698	680	975	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
155	51630	1455	468	965	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
156	53085	558	185	957	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
157	53643	977	266	954	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
158	54620	299	1051	995	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
159	54919	219	1017	1006	ScreenRec
160	55139	558	1087	975	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
161	55697	558	789	972	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
162	56255	199	778	802	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
163	56455	499	757	734	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
164	56953	458	518	737	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
165	57412	339	407	512	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
166	57751	279	645	130	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
167	58030	199	981	71	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
168	58229	199	430	440	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
169	58428	1276	429	522	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
170	59704	179	420	477	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
171	60004	259	436	468	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
172	60402	359	428	508	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
173	61000	1635	421	534	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
174	62635	239	448	495	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
175	62874	179	768	507	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
176	63054	339	386	490	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
177	63393	180	295	528	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
178	63712	80	455	506	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
179	63931	279	480	498	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
180	64350	100	606	444	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
181	64449	399	390	488	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
182	64848	179	617	677	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
183	65028	179	396	482	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
184	65207	219	403	313	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
185	65426	419	312	263	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
186	65845	160	577	624	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
187	66005	339	406	504	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
188	66343	299	746	302	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
189	66642	140	402	287	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
190	66782	259	596	63	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
191	67041	180	379	45	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
192	67221	199	766	61	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
193	67420	219	599	56	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
194	67639	2652	724	78	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
195	70411	100	681	121	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
196	70670	2313	596	264	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.apple.com/
197	72983	2373	433	441	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
198	75355	399	768	474	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
199	75754	199	497	324	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
200	75953	179	608	229	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
201	76133	259	975	130	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
202	76392	140	1012	89	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
203	76531	658	1048	66	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
204	77189	279	1001	73	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
205	77468	179	555	661	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
206	77648	160	995	121	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
207	77807	219	1060	92	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
208	78027	478	1107	74	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
209	78505	2153	989	69	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
210	80658	718	1024	77	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
211	81376	937	1059	78	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
212	82313	359	1071	153	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
213	82672	299	473	396	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
214	82971	199	833	793	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
215	83170	200	965	884	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
216	83370	239	848	266	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
217	83609	279	681	237	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
218	83888	260	804	458	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
219	84148	199	684	474	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
220	84347	259	389	478	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
221	84606	319	301	461	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
222	84925	399	592	333	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
223	85324	199	433	304	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
224	85523	199	531	224	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
225	85722	160	563	253	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
226	86041	219	438	386	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
227	86261	279	688	491	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
228	86540	219	681	422	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
229	86759	259	480	296	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
230	87018	319	632	174	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
231	87337	159	795	245	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
232	87497	239	853	259	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
233	87736	259	629	234	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
234	87995	180	630	137	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
235	88414	100	328	512	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
236	88514	419	285	469	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
237	88932	199	614	755	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
238	89132	259	995	913	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
239	89391	180	541	885	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
240	89570	219	468	441	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
241	89790	180	659	207	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
242	89969	279	1021	129	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
243	90248	598	988	142	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
244	90846	120	806	187	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
245	90966	698	1034	148	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
246	91664	200	1035	226	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
247	92023	179	1047	122	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
248	92202	399	994	143	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
249	92601	698	1008	102	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
250	93299	658	986	135	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
251	93957	199	491	152	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
252	94156	319	294	138	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
253	94475	618	988	147	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
254	95093	219	883	370	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
255	95312	199	848	284	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
256	95511	179	779	266	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
257	95691	159	740	268	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
258	95850	339	510	253	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
259	96189	518	610	257	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
260	96708	219	419	257	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
261	96927	179	913	180	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
262	97106	797	996	141	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
263	98063	140	523	230	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
264	98203	219	428	253	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
265	98422	459	518	205	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
266	98881	578	414	254	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
267	99459	319	609	249	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
268	99938	279	599	229	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
269	100217	718	473	218	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
270	100934	240	413	238	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
271	101174	319	577	246	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
272	101493	498	488	253	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
273	102210	439	539	213	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
274	102649	419	684	249	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
275	103068	379	613	237	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
276	103447	718	594	176	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
277	104284	60	541	268	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
278	104483	578	530	231	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
279	105061	638	454	149	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
280	105699	439	482	259	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
281	106138	359	711	270	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
282	106497	319	992	161	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.godaddy.com/
283	106816	201	1008	97	No media
284	107017	337	363	577	ScreenRec
285	107514	120	449	406	ScreenRec
286	107793	578	673	470	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.bbc.co.uk/
287	108371	199	591	234	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.bbc.co.uk/
288	108570	199	538	191	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.bbc.co.uk/
289	108770	179	499	171	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.bbc.co.uk/
290	108949	379	240	86	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.bbc.co.uk/
291	109328	239	434	337	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.bbc.co.uk/
292	109567	359	717	204	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.bbc.co.uk/
293	109926	180	823	131	http://emine.ncc.metu.edu.tr/survey/web/pages2/http/www.bbc.co.uk/
